label	texto
neg	vertiseguros 2 semanas para intentar pagaros por tarjeta porque vosotros me pasais la renovacion a una cuenta que os dije que no era -
neg	vertiseguros ya teneis mi numero de poliza y nombre por privado.
neg	vertiseguros alerta un reventon en autopista por caida de carga de un camion no lo cubre un a todo riesgo sin franquicia de verti .
neg	vertiseguros a futuros usuarios de verti ojo con las clausulas de a todo riesgo porque de a todo riesgo no tiene nada.
neg	vertiseguros si es sencillo. ahora que contactar con vosotros es imposible y de malas maneras.
neg	josecarlos85 ojo verti no es mapfre. he tenido accidente sin ser culpa mia y tengo con seguro a todo riesgo y verti se desentiende.
neg	rt susanasotos rt ferranbadell vertiseguros alerta un reventon en autopista por caida de carga de un camion no lo cubre un a todo riesg
neg	rt bychkovfacebook rt susanasotos rt ferranbadell vertiseguros alerta un reventon en autopista por caida de carga de un camion no lo c
neg	rt bychkovfacebook rt bychkovfacebook rt susanasotos rt ferranbadell vertiseguros alerta un reventon en autopista por caida de carga d
neg	rt bychkovfacebook rt bychkovfacebook rt bychkovfacebook rt susanasotos rt ferranbadell vertiseguros alerta un reventon en autopista 
neg	rt bychkovfacebook rt bychkovfacebook rt bychkovfacebook rt bychkovfacebook rt susanasotos rt ferranbadell vertiseguros alerta un re
neg	vertiseguros hola buenas tardes tengo un problema de pago y no se como resolverlo
neg	despues de un golpe con la moto sin ser mi culpa veo que mi seguro vertiseguros se preocupa muy poco por sus asegurados
neg	mapfre . huertas apuesta por verti seguros por internet aunque perdio 20 millones en 2015 . hispanidad.com/mapfre-huertas -apuesta-por-verti-seguros-por-internet-aunque-perdio-20-millones-de-euros-en-2015.html 
neg	mapfre. huertas apuesta por verti seguros por internet aunque perdio 20 millones de euros en 2015 fb.me/145jvwsch
neg	mapfre. huertas apuesta por verti seguros por internet aunque perdio 20 millones de euros en 2015 . hispanidad.com/mapfre-huertas -apuesta-por-verti-seguros-por-internet-aunque-perdio-20-millones-de-euros-en-2015.html 
neg	mapfre. huertas apuesta por verti seguros por internet aunque perdio 20 millones de euros en 2015 buff.ly/1qt9yux
neg	vertiseguros me siguen mandando un correo con cien mil direcciones diciendo que tengo un recibo pendiente cuando ya lo he pagado
neg	la policia que se pasa el consentimiento por el forro y seguros verti culpabilizando a la victima y luego uy otra mujer asesinada q raro.
neg	vertiseguros si dices q una tia tenga cabeza para no mandar las fotos q le apetezca igual muy contrarios a la violencia machista no sois.
neg	vertiseguros mas lamento yo que creais que culpabilizar a la victima es humor. gracias. ^^
neg	vertiseguros chiclett4u no tiene ni la mas minima gracia por mucho humor que creais haber puesto. culpar a las victimas siempre es grave.
neg	verti seguros - seguro de coche todo riesgo pinton auto insurance quotes  searcherinsurance.com/2016/02/15/ver ti-seguros-seguro-de-coche-todo-riesgo-pinton-auto-insurance-quotes-online-2/ 
neg	vertiseguros fangoria cadena100 yo me disfrazaria de robot y le cantaria a mi churri canciones romanticas verticonfangoria ideal 
neg	vertiseguros ofensivo machista y completamente innecesario
neg	vertiseguros fangoria cadena100 verticonfangoria en un gran hotel vacio solo para nosotros  con una gran piscina en la ultima planta
neg	vertiseguros debo hablar con mi gestor personal y mi oficina virtual se halla en error inesperado . no me puedo conectar verticlientes
neg	vertiseguros fangoria cadena100 verticonfangoria cena romantica en la azotea del emperador y terminar con una fiesta en el infierno
neg	vertiseguros fangoria cadena100 una escapada al campo para que se nos haga de noche y que podamos ver las estrellas verticonfagoria
neg	verti acabo de dar de baja un seguro en verti y me lo han hecho telefonicamente y sin darme la lata no dudare en volver en otro momento
neg	vertiseguros esto es normal es el estado de un siniestro de mi hermano utilizalacabeza 
neg	vertiseguros de verdad que muy mal
neg	atalanta00 vertiseguros por el accidente .
neg	baublegirl vertiseguros despues de mucho insistir y lo de mi hermno estan asi. cuando el culpable es el mismo y ls mismas condiciones2/2
neg	vertiseguros llevas tambien la cuenta de facebook le digo que te escriba por ahi y le especificas a el que pasa exactamente
neg	claro iwillbeyourgoal ana no tiene culpa de nada pero como no podria controlar que se viralice su cabeza solo le advierte. -
neg	rogersaperas hola lamentamos la espera si nos pasas tus datos por dm pasamos aviso para que te llamen. gracias.
neg	vertiseguros codigo descuento plan amigos n105507t03799d
neg	vertiseguros una cosa es que el servicio sea online y otra que paseis olimpicamente de los clientes. llevo varios dias esperando respuestas
neg	por si alguien necesita ahorrar en el seguro del coche os paso este codigo de recomendacion verti con descuentos n100277e02783p
neg	vertiseguros caso que denunciare el la direccion general del seguro
neg	vertiseguros no salgo de mi asombro que siendo cliente vuestro me traten como un desconocido habiendo sido el perjudicado de un siniestro
neg	rogersaperas hola nos dicen que ya se ha solucionado tu incidencia. si vuelves a necesitar algo ya sabes donde estamos. -
neg	ojo mediadores  vertiseguros modifica condiciones ignorando plazo y forma del art.22 de lcs
neg	vertiseguros hola hay opcion a poner una reclamacion desde la propia web de verti 
neg	hay algunos que no usan la cabeza y luego se quejan utilizalacabeza vertiseguros cadena100 
neg	lifmorales mrtntintin cadena100 hola laura estamos a la espera de que nos informes cuando dejas el coche en el taller 1/2
neg	lifmorales que feo es trollear con un perfil vacio. mejor ve y habla directamente con vertiseguros cadena100
neg	vertiseguros cadena100 pues una vez teniamos una bolsa de nueces y no teniamos abridor y hicimos un concurso de utilizalacabeza jajajaja
neg	vertiseguros cadena100 utilizalacabeza examen oposicion me bloquee unos min pero pense en mi nana y todo ok.bso 
neg	vertiseguros cadena100 utilizalacabeza cantar para olvidarte de los problemas. milagrosamente el poder de la musica vale x100 cabezas
neg	vertiseguros cadena100 luego pense utilizalacabeza y no seas burro a casa de mi amiga a pasar el finde.
neg	que puto ascazo el anuncio de verti seguros .
neg	perlaslash hola por supuesto que si pero en el spot como no podra controlar que se viralice su cabeza solo le advierte -
neg	bradleyxstyles vertiseguros buena cuenta troll que usa el community manager verti  user con solo 3 posts y todos de verti  cmo troll
neg	he sido victima en un siniestro y a pesar de tener contratada defensa juridica vertiseguros se niega a defenderme.
neg	vertiseguros cadena100 empezo a nevar menos mal que utilizalacabeza y decidimos irnos pronto sino nos hubieramos quedado encerrados alli
neg	lo que pretenden desde vertiseguros es que la parte proporcional sea un descuento para un seguro con ellos en el futuro. consumidores 2
neg	vertiseguros cadena100 verticonbebe hoy vas a comprender que el miedo se puede romper con un solo portazo grande bebe
neg	andrearyuk sigues siendo mejor que yo eso esta clarisimo solo te falta aprender a counterear a cosas asi o esperar a que verti saque el
neg	. vertiseguros me habeis sacado el dinero de una poliza ya cancelada. vais por ahi robando dinero de las cuentas a ver si cuela
neg	me pican los ojos de quererte tanto y tanto papafrita547 vertiseguros verticonbebe
neg	vertiseguros cadena100 josem699 que envidia disfrutalo a tope 
neg	estas participando en nuestro sorteo de 8 entradas para el de cerca con bebe de cadena100  aun estas a tiempo bit.ly/1sbqlph
neg	vertiseguros hola para dudas sobre un parte no teneis un tlf que no sea 902 u opcion para llamar vosotros verticlientes
neg	estoy enfrentando por primera vez el tener que dar un parte a vertiseguros nada grave ni culpa mia por fortuna. por ahora suspenden
neg	triste que que mantengan ese rollo de 902. y les he pedido explicitamente que me llamen y nada solo mail. mal vertiseguros  mal
neg	vertiseguros puesss segunda peticion de llamada y segundo pasando del tema del tramitador. por ahora bajando
neg	vertiseguros hola teneis un problema con la web necesito comprobar 1 mensaje sobre 1 siniestro y no puedo acceder y no es por la clave
neg	vertiseguros vosotros os anunciais en cardenaseuropa no s un poco raro q un seguro patrocine a un acosador goo.gl/dhd6d2
neg	temporal. cae cabina telefonica en mi coche. atestado testigos fotos y diario de ptv. pues vertiseguros dic q no hay viabilidad conunpar
neg	barbijaputa martirios19 facil escucha 1 programa.patrocinan al acosador cardenaseuropa vertiseguros carrefoures mediamarktes
neg	vertiseguros en lanochedecadena100 falta irenegarciasaez ramongonzalez y parte del equipazo de vertiseguros 
neg	vertiseguros buenos dias acabo de tener un accidente y quisiera contactar con vosotros espero noticias.
neg	lamentable la actitud de vertiseguros para resolver un parte abierto desde hace 5 dias y siendo urgente a ver si aqui me respondeis
neg	tras mes y 1/2 con el contrario confirmando el siniestro sigo esperando que se perite mi coche. verongonzosa profesionalidad. vertiseguros
neg	vertiseguros si los cojones siempre disponibles te mueres antes de que consigas que alguien se ponga en contacto contigo. basura.
neg	mecius1up vertiseguros y seguiran sin llamarte. mas de un mes llevo intentando que alguien se ponga en contacto conmigo.
neg	he recibido una llamada muy rara y desagradable en nombre de vertiseguros sonaba a timo pq no soy cliente y me pedian cosas raras.
neg	joseterabel hola lamentamos tu experiencia puedes pasarnos tus datos por dm y desde aqui pasamos aviso para revisar tu caso. gracias.
neg	vaicondios vertiseguros copees lamentablemente no has entendido mal  yo tambien la he escuchado
neg	vertiseguros cuando mando un correo solicitando el darme de baja cuanto tiempo necesitais para responder
neg	danielvigueras pero hay mas vulnerable a poodle y certificado emitido con certificado intermedio sha1 cc vertiseguros mapfre
neg	no he tratado con gente tan borde como los de vertiseguros en mi vida. es asqueroso hablar con sus comerciales. que sinverguenzas.
neg	esteve a dar o velocidade furiosa 7 na tv durante a tarde e quase verti uma lagrima na parte final.
neg	odio ver a mi gordo mal por cosas que le al verti
neg	jmirandabadajoz vertiseguros doy fe. a mi me han llamado mentiroso
neg	tengo un problema con vertiseguros .entro en su twitter y veo que no soy al unico al que toman por imbecil. en fin 
neg	vertiseguros me habeis acusado de mentiroso y me intentais estafar a quien vais a dar aviso a la policia 
neg	el presidente del consaa geovani verti responde preguntas de los diferentes diputados para con relacion al problema de los productores
neg	maggiemacgill culpabilizar a la victima solo mostrar un aviso de su cabeza ante algo que podria perjudicarle. un saludo. 2/2.
neg	- vertiseguros a que la cabeza no advertiria a un hombre de que una foto de su torso desnudo podria perjudicarlo
neg	- vertiseguros aunque os disculpeis vuestro anuncio sigue siendo machista y refuerza la idea de que nosotras tenemos que andar con ojo
neg	sobre la mamarrachada machista de vertiseguros y maggie poniendo los puntos sobre las ies. twitter.com/maggiemacgill/ status/722766554866302976 
neg	y hoy en anuncios machista de mierda tenemos este corto de vertiseguros descubierto por maggiemacgill . vomitivo. twitter.com/maggiemacgill/ status/722766554866302976 
neg	ojito con los seguros verti hola a todos. os voy a contar mi amarga experiencia con verti y tambien confirmar  bit.ly/1vks44a
neg	marrcosbassa barbigilipollas sres de lechepascuales vertiseguros opel citroen estan vds castigados. boicot
neg	ajsmorillas a traves de este canal damos aviso al resto de departamentos para tratar de agilizar tramites o resolver incidencias. 1/2
neg	esta tarde necesitaba hablar con mi seguro de coche verti por un parte y sigo esperando que me llame le gestor. mola mas el 902 eh
neg	lamentablemente no me queda otra que cancelar las dos polizas que tengo con vertiseguros el servicio de atencion al cliente no responde
neg	ya uno no puede plasmar su disconformidad con los trabajos realizados.el operador de vertiseguros enseguida se pone bravo. no doy credito
neg	vvidalftw gransopi yo tenia el mismo problema e hice eso santo remedio..y otra vez verti aceite de cocinar en el parabrisa tb..
neg	oye carglasses  con mi seguro vertiseguros puedo arreglar un chinazo en la luna delantera con vosotros
neg	es posible ser mas ineficiente que vertiseguros 
neg	vertiseguros la pagina funciona fatal y no consigo ver si contestais a mis mensajes 
neg	os puedo dar mas ideas vertiseguros cuando en vuestra primera cita ella va en minifalda tu no le dices que que pasa con su rollo 
neg	vertiseguros cadena100 no puedi utilizalacabeza para escoger un solo tema de sdalmaoficial . pero el corazon me manda con miedo <3
neg	vertiseguros cadena100 vertiseguros mi cancion depende del momento me pongo un diriasolo para ti verticonsergiodalma o bailar pegados
neg	verticlientes llamar 3 veces y tener 3 respuestas distintas para un mismo problema es normal es indignante vertiseguros
neg	anuncios como el de vertiseguros youtu.be/nkdnhsp2ke4 nos toman por tontos segurossin  burbujas 
neg	asi anuncia vertiseguros youtu.be/nkdnhsp2ke4 segurossin  penas. para que no las tengas en el siniestro.
neg	asi anuncia vertiseguros youtu.be/nkdnhsp2ke4 segurossin  penas. para que no las tengas en el siniestro.
neg	vertiseguros esta es la incidencia segurossin mentiras 
neg	los seguros de vertiseguros son sinpermanencia pocos se mantienen ver cuota de retencion de clientes error de mapfrees esa inversion
neg	resulta que vertiseguros hace segurossin  y los anuncia sin preocuparse de la ley. curioso 
neg	resulta que vertiseguros hace segurossin  y los anuncia sin preocuparse de la ley. curioso 
neg	aprovecha un descuento extra en verti seguros usando el codigo promocional n105454l01957l
neg	asi te pones si vertiseguros te hace una poliza sin permanencia segurossin musica 
neg	despues del desproposito de anudaseguros llega el voy a contar mentiras de vertiseguros
neg	asi me voy a poner cuando conteste o rectifique vertiseguros segurossin assuuuuucaaaaarrr 
neg	no entiendo eran segurossin permanencia o son segurossin respuesta al menos he leido 3 twitts referencia a vertiseguros .. venga
neg	aqui teneis mi codigo descuento en seguros verti . el descuento depende de la poliza que contrates con ellos. 
neg	vertiseguros anuncio publicitario en radio machista. ni solo las mujeres estan a dieta ni solo los hombres contratan seguros . xd 
neg	las imprudencias se pagan angeldelamo vertiseguros youtu.be/1swy9u180y0
neg	verticonsergiodalma utilizalacabeza vertiseguros solo para ti
neg	yo no verti lo de tigres. leo puede tener dinero pero su trato con grandeligas es diferente. alli el problema
neg	hola me podeis decir si soy la ganadora pone solo raquel gracias
neg	vertiseguros con cuanto tiempo se debe avisar para dar de baja un seguro. llame y me dijeron que 2 dias es suficiente es cierto.
neg	vertiseguros despues de 3 mensajes y 5 dias aun espero que me respondan sobre un recibo. oficinadeintenet 24horas
neg	mas que nada porque use la plataforma interna para pedir la informacion y virginia sanchez no se ha molestado en responder
neg	me han llamado de verti . que puedo mirar alternativas y anular la poliza sin problema hdcarrefour
neg	nunca contrateis nada con vertiseguros  te dejan tirado ineficientes solo los localizas con numeros 902 y todo riesgo es todo mierda
neg	sois lo peor vertiseguros vertiesunaestafa
neg	ok pero esperare hasta las 14h 
neg	vertiseguros que bajo habeis caido esto es ilegal twitter.com/mediadorgrrr/s tatus/730125221399830531 
neg	vertiseguros seguros para locales no teneis verdad robos incendios responsabilidad civil etc.
neg	vertiseguros intento acceder a la oficina online y todo el esto me aparece un mensaje se ha producido un error inesperado verticlientes
neg	vertiseguros empleados remotos de diversos cargos empresariales si desean conocer el costo de algun cargo estamos a su orden. 2/2
neg	fmapfre puedes explicar a tu hermano vertiseguros que los sri se deben cambiar tras accidente como hacen otros 
neg	---cOdigo descuento de 50 euros en seguros verti  yo lo hice 
neg	---cOdigo descuento de 50 euros en seguros verti  yo lo hice 
neg	verticlientes vertiseguros 15 dias esperando que me deis una solucion al accidente q tuve podeis ayudarme
neg	verticlientes vertiseguros podeis darme una solucion a mi siniestro 2016/1581619
neg	este es mi numero de siniestro 2016/1581619 ayudadme por favor.
neg	cabezon llama a vertiseguros o a lineadirectaes yo tengo los seguros con ellos y ningun problema.
neg	5meses para solucionar expediente 152015001.un caso tan complicado como que un coche invada tu carril con testigos policia 1
neg	5meses esperando que me abonen el casco.recibo rehab por parte de ss.alta desde hace 35 dias y no sois capaces de decirme 4
neg	solo esta en el contrato.estoy harto de mandaros correos larguismos exponiendo todos los puntos y qe me sigais dando largas6
neg	si me vais a llamar que sea para solucionar algo porque estos es vergonzoso
neg	verti un poco de cabernet en mi cama y no lo podre recuperar nunca mi semana empieza con tragedias ya mejor me escondo y acabo la botella.
neg	vertiseguros sin duda la calidad que brindan es pesima  sin duda no renovarE  y dar un curso de atencion al cliente a las operadoras 
neg	menos mal que no olvidadte la mia abigailbl20 que bonis fue verti
neg	que dificil es un siniestro con vertiseguros cuando encima la culpa no la tienes tu hablen con el seguro de la vecina pleaseee
neg	vertiseguros porque no devuelven parte proporcional del seguro a darse de baja por venta anticipadamente solo ofrecen dto poliza nueva.
neg	vertiseguros el numero de atencion al cliente 902 810 820 entra en bucle locucion y no deja seleccionar entre cliente o no.
neg	esperando devolucion importe de poliza sin respuesta 
neg	deberian saber vertiseguros  que lo que es delito es difundir imagenes personales y que con su anuncio culpabilizan a los victimas.
neg	vertiseguros solo quiero la mampara igual que estaba. tramitadora con malos modales y desagradable quiero una solucion mi mampara montada
neg	vertiseguros mi poliza vence el 26 de este mes antes me salia el precio de renovacion y ahora no que ha pasado
neg	vertiseguros me han solicitado que mande denuncia. me podeis decir a donde
neg	descuento verti seguros - codigo promocional gratuito . vibbo.com/valencia/descu ento-verti-seguros/a91951033 coches motos motocicletas
neg	muy buena esa de culpabilizar a las victimas en vuestros anuncios. vertiseguros
neg	vertiseguros verticlientes buenos dias necesito hacer una gestion y la web no funciona. alguna direccion de email para poder explicarme
neg	los anuncios de vertiseguros son de lo peor xd  orgasmatron cabezas grandes puf  vaya tela
neg	que asco me da el anuncio de verti seguros  en serio desagradable a mas no poder 
neg	vertiseguros primera vez que necesito de verti y todo son problemas y mentiras. nuncamas . noconfiesenverti
neg	vertiseguros las cosas no se hacen asi. son muy poco profesionales. mienten . noconfiesenverti
neg	try listening to the comedy station on spotify at work. who says work cant be fun unless you work at a funeral home. not. appropriate.
neg	en menos de media hora podreis leer mi post sobre el lamentable trato de vertiseguros tras un accidente.os lo compartire. noconfiesenverti
neg	las mentiras encubiertas de verti . accidente de coche . rt por favor . facebook.com/permalink.php storyfbid=1564341547203086&id=1532865680350673&substoryindex=0 
neg	las mentiras encubiertas de verti . accidente de coche. rt por favor . facebook.com/permalink.php storyfbid=1564341547203086&id=1532865680350673&substoryindex=0 
neg	cuando creas conveniente me arreglas el tema churrita sin prisas eh
neg	lamentable esto
neg	vertiseguros robo ladrones sinverguenzas 
neg	vertiseguros me parece injusto que subais mas de 60 euros por razones tan absurdas
neg	soy el unico al que le parece desagradable el anuncio de verti seguros de la chica haciendose una foto del escote con su abuela
neg	vertiseguros entiendo que despues de 10 dias mala tras un accidente os importa unas narices la recuperacion vuestros asegurados lamentable
neg	 tu eres la miserable. ademas solo verti la opinion de que marin le dio una repasada a hernandez. y lo exhibio en televisa . peor .
neg	aunque al principio dijeron si al final ha sido no. vertiseguros no cubre los sri tras un accidente a 100 km/h. no saben ni de lo q hablo
neg	vertiseguros informacion de fmapfre para que sepas que hay que hacer con los sri tras accidente grave. sillasdecoche.fundacionmapfre.org/infantiles/not icias/reparar-un-sistema-de-retencion-infantil.jsp 
neg	un accidente donde saltan todos los airbags a 100 km/h es leve para vertiseguros  y no es necesario cambiar sri. 
neg	correcto. yo ya tengo un recordatorio en el movil para poder liberarme a tiempo antes del proximo vto. de poliza.
neg	me temo que a estas alturas en poco me pueden ayudar he sido amenazado y tratado de manera grosera.
neg	vertiseguros ladrones timo verguenza robo verticlientes sois unos sinverguenzas y unos ladrones
neg	un poco feo no para la gente despierta si luego pasan estas cosas .
neg	el tema es que quiero elegir mi taller dado que no soy el culpable.. y me dicen que nanai 
neg	a priori te digo no recomendado por el trato que me dan aun sin tener la culpa espero tener que rectificar.
neg	vertiseguros hola necesito enviaros un dm -
neg	y con las tres haceis lo mismo robo timo 
neg	impresionante el video tras tragarme los 2anuncios previos.a bezoya y verti por mi parte q les den por culo les hare boikot.
neg	muy defraudado con el seguro de mi coche con verti . me acabo de dar de baja. no lo contrates. te arrepentiras
neg	joder ya cobrais hasta a los que no son clientes vuestros cada dia os superais ladrones robo timo
neg	vertiseguros verticlientes necesito ayuda al parecer verti no paga al taller  y necesito mi coche
neg	pero yo te quiero tanto que hasta me duele no te trate mal ni una sola vez verti mi corazon en ti baje la guardia lo juro por dios.
neg	vertiseguros 2/2 con el contrario y cuando llegue estaba policia local allitodo riesgo con franquicia estafalo barato sale carovaya timo
neg	te han resuelto tu problema a mi me pasa lo mismo he llamado 4 veces y las 4 veces me han dicho algo diferente
neg	se quedarian perplejos si viesen la pesima atencion de verti
neg	vertiseguros resulta que tengo un escape de agua normal en piso reclamo y dicen que mede de baja cuando lo tengo pagado hasta noviembre
neg	tienen problema con el cesped a partir del 15 de agosto resiembra fertilizar airear y ojala verti corte con eso pasto nuevo de 15 dias
neg	un familiar tiene seguro todo riesgo con vertiseguros  le rajan las ruedas y no se lo cubre. que clase de todo riesgo teneis verti  rt
neg	buenas el afectado en cuestion soy yo como puedo contactar con vosotros
neg	. vertiseguros me parece fatal q me digais q me vais a subir el seguro solo por domiciliarlo en vez d pagar con tarjeta. tacticasgitanas
neg	se habran dado cuenta de que yo no era cliente y que era un error
neg	os dejo por aqui mi codigo plan amigos de vertiseguros n107057q08924a por si a alguien le hace falta d
neg	vertiseguros por que estan dificil contactar por internet con vds
neg	vertiseguros accidente el 17 de julio. mandan a acudir a accidentado a la seguridad social cuando no corresponde comentan que todo lo que
neg	vertiseguros no sea seguridad social no se haran cargo cuando la seguridad social no atiende traficos para eso estan las mutuas.
neg	vertiseguros advierten que si vas a centro medico privado verti no se hace cargo.y digo yo cual es el servicio de verti nada inexistente
neg	vertiseguros ya estan reembolsados los gastos veterinarios de anouk esta vez un 10 sin problemas vertimascotas
neg	vertiseguros 4 dias esperando una respuesta a un mensaje y nada asi mantienen a sus clientes
neg	a ultima parte foi boa verti lagrima
neg	oye vertiseguros  la asistencia en viaje en extranjero cojonuda no espero que me devolvais el dinero estafado de hoy a las 1154 y 1157
neg	que luego no pagais y tiene que hacerse cargo el cliente. todo ventajas verticlientes
neg	ah y lineadirectaes una mierda. 10 minutos intentando llamar para pedir una grua y no nos lo cogen. verti mejor .
neg	el resultado estafa . se desentienden xq dicen q los testigos no aseguran lo ocurrido y es falso verti seguros twitter.com/japarici/stat us/659374446118117378 
neg	si es lo que a mi esperate indefension  mentira  dejadez e incompetencia verti seguros twitter.com/flagata/statu s/660502157142204416 
neg	cierto. de mi caso se han desentendido con mentira verti seguros estafa twitter.com/robertio78/sta tus/451258954715500544 
neg	con otros no lo se pero con verti ya te digo que si. de mi se han desentendido con mentira estafa twitter.com/mangulo2009/st atus/760923569308196864 
neg	yo la tuve dos en un caso blanco y en botella. en el ultimo me dicen mentira y pasan verti seguros estafa twitter.com/albertoaguca/ status/759453415407771648 
neg	a mi me dicen q los testigos dicen lo que no dicen hablando con uno y extrapolando a todos verti estafa mentira twitter.com/miguelallsta r/status/758001357915848707 
neg	a mi me tuvieron asi dos meses en un caso q era blanco y en botella verti seguros estafa twitter.com/japarici/stat us/659362803636162560  twitter.com/verdumasjl/sta tus/756176328857124864 
neg	te lo digo yo te dicen mentira  se lavan las manos y arreando verti seguros estafa twitter.com/cassanataa/sta tus/741216244070789120 
neg	en directo paul martin director de operaciones de vertiseguros  sobre los robos en verano ww.cope.es/w07fw1 
neg	vertiseguros preparate y paciencia. son bastante impresentables sus peritos barren para casa que asusta quejate a la dgs
neg	vertiseguros absolutamente decepcionada con la atencion al cliente prestada.indignante mienten para no reembolsar el dinero
neg	una hora entera de anuncios de vertiseguros y solo vertiseguros en rockfmes 
neg	he conducido 15 dias sin seguro me podrian haber avisado y solucionamos el problema pero no me avisaron
neg	vertiseguros sigo esperando que me devolvais el dinero. estafa
neg	vertiseguros dad de baja ya mi polizaharta de vuestros correos sinsentido y que no me ayudan en nada.el peor cs que he visto nunca.
neg	y es por eso por lo que no puedo arreglar mi moto desde hace casi 3 meses
neg	vertiseguros y alarmasspain acabais de perder un cliente por patrocinar programas que favorecen el acoso escolar como herreraencope
neg	vertiseguros  el seguro barato que es barato hasta en la atencion y ante un siniestro son capaces de mentir con tal de no cubrirlo.
neg	vertiseguros  el 10 de agosto tuve un problema con una tormenta en mi domicilio en valencia y llegaron a mentir sobre q habia tormenta.
neg	vertiseguros he puesto dos reclamaciones a las que no he obtenido ni siquiera respuesta. ese es su servicio postventa barato.
neg	preguntenle a amelia sanchez que es la operadora que me mintio.
neg	vertiseguros esta persona me mintio diciendo que el 10 de agosto no habia habido tormenta electrica en levante y se quedo tan ancha
neg	individuo carlosherreracr herreraencope copees no fomente el acoso vertiseguros alarmasspain herrerarectifica goo.gl/3ra2ei
neg	vertiseguros y es que verti utiliza mucho dinero para promocionarse y muy poco para cubrir los siniestros de sus clientes.
neg	vertiseguros daviddemaria cadena100 como me toque la entrada me voy a madrid a verte ya te hecho de menos necesito tu voz en mi vida
neg	vertiseguros solo vais a sortear entrada vosotros para el de cerca con daviddemaria no va a sortear cadena100 
neg	que mal servicio vertiseguros  no puede ser que vuestra respuesta siempre sea ya te llamaran y que eso no ocurra
neg	mas ela e um charme .acho que nao tem nem um problema ela se verti assim .. twitter.com/karinaolivera /status/774594215007358977 
neg	vuelve el vertiatlon solidario de baiona  mrcyb.es/es/noticias/20 16/09/el-subcampeon-de-espana-de-triatlon-jose-luis-garcia-serrano-participara-en-el-ii-vertiatlon-solidario-de-baiona deporte vertiseguros fegatripm triatlon 
neg	desde mayo un siniestro abierto con vertiseguros y asi seguimos agonia todosonproblemas paraquetengounseguro 
neg	. vertiseguros hay algun problema con el correo electronico d reclamacion de lesiones por siniestros de trafico llevamos semanas esperando
neg	que mas os da no pagais ningun dia. vaya negocio teneis montado felizmiercoles juntosconcruzcampo
neg	jamas dije que estuvo bien que fuera perseguido. no verti una opinion solo te hice una pregunta ante tu afirmacion en un tuit.
neg	. clubcajeddm vertiseguros os esperamos decerca cadena100
neg	vertiseguros son unos mentirosos incompetentes no se hacen cargo de sus siniestros asi desde febrero. no os hagais ningun seguro verti
neg	vertiseguros son unos mentirosos incompetentes no se hacen cargo de sus siniestros asi desde febrero. no os hagais ningun seguro verti
neg	asi es. recibimos el mail con una excusa algo increible pero lo recibimos. es un paso. gracias por las gestiones realizadas.
neg	el pase hacia ninguna parte el sevilla jugo a tenerla pero no la tuvo para jugar pues fue incapaz de verti  bit.ly/2d9wno3
neg	ignacioaguado cuanto te paga vertiseguros por ser imagen del cabezudo del anuncio d 
neg	quique400 eres consciente de lo complicado que es gestionar un siniestro con vertiseguros y su call center error tras error insufrible
neg	se os olvida tramitar un expediente dais largas contactar es dificilisimo nadie te hace seguimiento.
neg	vertiseguros exp 2015/149538901 verti no designa perito por articulo 38 de lcs y no paga al cliente. estan por encima de la leylamentable
neg	vertiseguros se envia designacion de perito a verti y no contestan.segun ley deben aceptar dictamen perito cliente pero nada.lamentable
neg	desde hace 5 dias vertiseguros tiene mi dinero y se niega a devolverlo. servicio o contrato con ellos ninguno.
neg	vertiseguros dejen de amenazar con meternos en listas de morosos. comunicaron la subida del precio de renovacion despues del vencimiento
neg	utilizalacabeza y no contrates con vertiseguros  todo muy bonito hasta que los necesitas diamundialdelturismo pedrosanchezenlaser
neg	vertiseguros buenos dias. cuanto tardais en gestionar un siniestro llevo 3 dias esperando respuesta y no se nada. n siniestro 1645420
neg	si buscas un seguro de coche que te aporte mentiras despreocupacion y que a nadie le importe tus lesiones vertiseguros es lo q buscas
neg	vertiseguros gracias por vuestra atencion me habeis solucionado el problema ahora solo falta que me llegue el certificado un saludo
neg	pues con un poco de suertebme pagais lo que me debeis. venga que es felizmartes
neg	seguros verti el tiene una poliza con verti es perder el dinero
neg	que tengo en la cabeza que necesito los 200 euros que me debeis. frasesdeprofes diamundialdelosdocentes felizjueves
neg	alla van los triatletas del vertiatlonsolidario  empieza con fuerza la competicion vertiseguros deporte baiona galicia 
neg	el director general de vertiseguros enrique flores entrega el cheque del vertiatlonsolidario al mrcyb vela deporte baiona galicia 
neg	foto de familia con algunos participantes del ii vertiatlonsolidario de baiona en el mrcybayona triatlon deporte galicia vertiseguros 
neg	galerIa fotogrAfica vertiatlonsolidario valminortv  . valminortv.com/ii-vertiatln -solidario-de-baiona/c1a8k vertiseguros triatlon deporte baiona vertiatlon
neg	pero yo te quiero tanto que hasta me duele no te trate mal ni una sola vez verti todo mi corazon en ti baje la guardia lo juro por dios
neg	clasificaciones ii vertiatlonsolidario de baiona  mrcyb.es/files/posts/cl asificaciones-ii-vertiatl-n-solidario-de-baiona-fil57fb7f2875515.pdf triatlon vertiatlon deporte galicia vertiseguros
neg	sin duda es ruthlorenzo1 vertiporellas
neg	vertiseguros vertiporellas e vuelvo loca por manuel carrasco 
neg	vertiporellas dificil decidirme por uno pero me quedaria con rozalen
